,month,precip,temp,rest,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
m02-W-A-75-oxford-store400,02,W,A,75,74.1,58.32,38.48,8.76,0.58,0.07,1.7,25.73,50.96,74.44,86.44,88.76,79.81,60.4,39.73,15.1,2.0,,,,,,,
m02-W-A-95-oxford-store400,02,W,A,95,74.11,58.56,38.49,8.85,0.6,0.07,1.78,26.01,51.27,74.3,86.5,88.52,80.01,60.56,39.97,15.05,2.08,,,,,,,
m02-W-C-25-oxford-store400,02,W,C,25,63.11,57.85,38.99,8.9,0.63,0.12,1.9,26.28,51.23,74.34,86.35,88.03,71.51,59.98,40.31,15.3,2.15,,,,,,,
m02-W-C-5-oxford-store400,02,W,C,5,63.45,57.8,39.01,8.93,0.67,0.08,1.83,26.28,51.32,74.29,86.45,88.14,71.51,59.94,40.29,15.15,2.24,,,,,,,
m02-W-C-50-oxford-store400,02,W,C,50,63.54,58.06,38.97,8.94,0.6,0.08,1.93,26.28,51.29,74.5,86.36,87.93,71.79,59.77,40.37,15.31,2.22,,,,,,,
m02-W-C-75-oxford-store400,02,W,C,75,63.24,58.02,38.77,8.85,0.67,0.09,1.76,26.1,51.23,74.32,86.55,88.03,71.42,60.02,40.35,15.2,2.22,,,,,,,
m02-W-C-95-oxford-store400,02,W,C,95,63.38,58.19,38.98,8.83,0.67,0.11,1.83,26.26,50.98,74.53,86.23,88.05,71.48,60.07,40.28,15.33,2.14,,,,,,,
m02-W-H-25-oxford-store400,02,W,H,25,78.34,58.51,37.82,8.54,0.55,0.08,1.56,25.27,51.01,74.34,86.19,88.52,82.17,60.59,39.09,14.88,2.02,,,,,,,
m02-W-H-5-oxford-store400,02,W,H,5,78.3,58.76,37.9,8.54,0.55,0.07,1.67,25.28,50.56,74.09,86.23,88.69,82.43,60.9,39.36,15.24,2.05,,,,,,,
m02-W-H-50-oxford-store400,02,W,H,50,78.35,58.5,37.92,8.77,0.52,0.08,1.65,25.43,50.65,74.23,86.16,88.62,82.37,60.88,39.39,14.87,2.05,,,,,,,
m02-W-H-75-oxford-store400,02,W,H,75,78.31,58.51,37.95,8.61,0.6,0.08,1.57,25.47,50.91,74.32,86.29,88.79,82.32,60.91,39.25,15.02,2.08,,,,,,,
m02-W-H-95-oxford-store400,02,W,H,95,78.3,58.67,37.73,8.65,0.53,0.07,1.47,25.37,50.62,74.35,86.32,88.54,82.29,60.49,39.15,14.92,2.01,,,,,,,
m03-A-A-25-oxford-store400,03,A,A,25,58.45,38.45,8.72,0.63,0.1,1.8,25.99,51.26,74.42,86.45,88.76,80.32,60.55,39.85,15.09,2.01,,,,,,,,
m03-A-A-5-oxford-store400,03,A,A,5,58.47,38.42,8.85,0.59,0.1,1.67,25.62,51.3,74.37,86.41,88.86,80.34,60.52,39.73,15.22,2.02,,,,,,,,
m03-A-A-50-oxford-store400,03,A,A,50,58.62,38.46,8.68,0.59,0.11,1.8,25.96,51.28,74.43,86.47,88.75,80.25,60.59,39.92,15.01,2.11,,,,,,,,
m03-A-A-75-oxford-store400,03,A,A,75,58.52,38.44,8.59,0.61,0.08,1.67,25.86,51.27,74.32,86.35,88.54,80.23,60.65,39.98,15.26,2.04,,,,,,,,
m03-A-A-95-oxford-store400,03,A,A,95,58.39,38.43,8.63,0.59,0.1,1.79,26.06,51.3,74.29,86.26,88.77,80.28,60.52,39.87,15.18,2.09,,,,,,,,
m03-A-C-25-oxford-store400,03,A,C,25,47.55,37.8,8.6,0.65,0.09,1.82,26.26,51.54,74.32,86.39,88.62,79.52,50.55,38.44,15.31,2.1,,,,,,,,
m03-A-C-5-oxford-store400,03,A,C,5,47.53,37.85,8.88,0.7,0.12,1.93,26.33,51.44,74.44,86.3,88.67,79.53,50.71,38.49,15.45,2.14,,,,,,,,
m03-A-C-50-oxford-store400,03,A,C,50,47.45,37.7,8.79,0.68,0.08,2.02,26.55,51.77,74.29,86.16,88.7,79.62,50.9,38.51,15.3,2.16,,,,,,,,
m03-A-C-75-oxford-store400,03,A,C,75,47.45,37.74,9.0,0.67,0.11,1.75,26.3,51.12,74.13,86.25,88.61,79.59,50.27,38.77,15.33,2.24,,,,,,,,
m03-A-C-95-oxford-store400,03,A,C,95,47.83,37.76,9.02,0.61,0.09,1.88,26.39,51.61,74.33,86.24,88.67,79.74,50.59,38.71,15.3,2.25,,,,,,,,
m03-A-H-25-oxford-store400,03,A,H,25,63.01,38.75,8.61,0.63,0.05,1.55,24.75,50.63,73.98,86.25,88.74,80.47,64.03,40.17,14.91,1.95,,,,,,,,
m03-A-H-5-oxford-store400,03,A,H,5,62.98,38.64,8.56,0.59,0.08,1.46,24.91,50.58,74.21,86.14,88.61,80.4,64.04,40.3,14.84,1.97,,,,,,,,
m03-A-H-50-oxford-store400,03,A,H,50,63.02,38.89,8.6,0.53,0.06,1.6,25.22,50.71,74.14,86.33,88.79,80.44,64.14,40.22,14.77,1.96,,,,,,,,
m03-A-H-75-oxford-store400,03,A,H,75,62.97,38.9,8.48,0.55,0.07,1.57,24.91,50.4,74.41,86.34,88.78,80.62,64.02,40.27,14.75,2.03,,,,,,,,
m03-A-H-95-oxford-store400,03,A,H,95,62.78,38.6,8.58,0.6,0.06,1.55,25.09,50.48,74.29,86.21,88.76,80.42,63.8,40.05,15.07,1.83,,,,,,,,
m03-D-A-25-oxford-store400,03,D,A,25,61.95,38.52,8.83,0.59,0.09,1.75,25.96,51.51,74.26,86.26,88.75,80.6,63.84,39.96,15.13,2.1,,,,,,,,
m03-D-A-5-oxford-store400,03,D,A,5,61.79,38.4,8.71,0.6,0.11,1.94,26.07,51.29,74.32,86.52,88.81,80.57,63.94,39.99,15.24,2.1,,,,,,,,
m03-D-A-50-oxford-store400,03,D,A,50,61.82,38.5,8.82,0.64,0.08,1.9,26.08,51.32,74.45,86.43,88.71,80.54,63.78,39.91,14.94,2.13,,,,,,,,
m03-D-A-75-oxford-store400,03,D,A,75,61.78,38.71,8.59,0.61,0.09,1.87,26.05,51.33,74.25,86.36,88.78,80.48,63.94,40.02,15.21,2.08,,,,,,,,
m03-D-A-95-oxford-store400,03,D,A,95,61.35,38.29,8.51,0.62,0.09,1.67,25.9,51.16,74.5,86.39,88.92,80.69,63.35,39.45,15.06,2.03,,,,,,,,
m03-D-C-25-oxford-store400,03,D,C,25,52.39,38.01,8.79,0.6,0.11,1.85,26.41,51.44,74.42,86.31,88.83,80.0,55.28,39.09,15.36,2.21,,,,,,,,
m03-D-C-5-oxford-store400,03,D,C,5,52.38,37.95,8.94,0.63,0.1,1.9,26.54,51.51,74.23,86.33,88.84,80.06,54.96,38.94,15.36,2.03,,,,,,,,
m03-D-C-50-oxford-store400,03,D,C,50,52.43,37.96,8.9,0.65,0.12,1.86,26.69,51.76,74.3,86.34,88.83,80.23,55.41,39.02,15.4,2.11,,,,,,,,
m03-D-C-75-oxford-store400,03,D,C,75,52.44,38.02,8.87,0.69,0.07,1.87,26.29,51.47,74.41,86.16,88.69,79.89,55.34,39.08,15.4,2.2,,,,,,,,
m03-D-C-95-oxford-store400,03,D,C,95,52.39,38.14,8.66,0.68,0.09,1.94,26.57,51.53,74.38,86.43,88.71,80.01,55.46,39.13,15.22,2.17,,,,,,,,
m03-D-H-25-oxford-store400,03,D,H,25,66.83,38.73,8.62,0.61,0.07,1.58,25.32,50.66,74.45,86.25,88.92,80.73,68.03,40.55,14.9,1.97,,,,,,,,
m03-D-H-5-oxford-store400,03,D,H,5,66.77,38.81,8.66,0.55,0.06,1.6,25.2,50.73,74.31,86.32,88.75,80.95,67.89,40.45,14.9,2.06,,,,,,,,
m03-D-H-50-oxford-store400,03,D,H,50,66.46,38.84,8.62,0.57,0.08,1.61,25.14,50.84,74.36,86.35,88.84,80.76,68.03,40.34,14.93,2.0,,,,,,,,
m03-D-H-75-oxford-store400,03,D,H,75,66.61,38.8,8.75,0.56,0.07,1.51,25.47,50.99,74.5,86.1,88.55,80.85,67.94,40.5,14.89,1.95,,,,,,,,
m03-D-H-95-oxford-store400,03,D,H,95,65.95,38.51,8.7,0.55,0.09,1.55,25.04,50.74,74.56,86.3,88.76,80.71,67.37,39.93,14.84,1.96,,,,,,,,
m03-W-A-25-oxford-store400,03,W,A,25,53.6,38.32,8.61,0.56,0.08,1.61,25.36,50.79,74.26,86.37,88.71,79.88,54.97,39.38,15.31,2.08,,,,,,,,
m03-W-A-5-oxford-store400,03,W,A,5,53.69,38.48,8.7,0.56,0.11,1.72,25.74,50.61,74.44,86.4,88.63,79.72,54.93,39.4,15.23,1.95,,,,,,,,
m03-W-A-50-oxford-store400,03,W,A,50,53.56,38.4,8.87,0.56,0.1,1.72,25.47,50.93,74.24,86.26,88.65,79.8,55.17,39.67,15.06,1.99,,,,,,,,
m03-W-A-75-oxford-store400,03,W,A,75,53.91,38.25,8.61,0.6,0.07,1.76,25.64,50.76,74.37,86.33,88.68,79.8,55.13,39.4,15.01,2.03,,,,,,,,
m03-W-A-95-oxford-store400,03,W,A,95,53.68,38.27,8.52,0.55,0.07,1.65,25.33,50.69,74.2,86.22,88.87,79.89,54.95,39.34,15.07,2.08,,,,,,,,
m03-W-C-25-oxford-store400,03,W,C,25,49.95,38.03,9.0,0.6,0.1,1.78,26.14,51.63,74.22,86.62,88.88,79.78,52.44,39.07,15.3,2.16,,,,,,,,
m03-W-C-5-oxford-store400,03,W,C,5,49.71,37.89,8.96,0.58,0.11,1.87,26.23,51.44,74.38,86.31,88.48,79.7,52.27,39.17,15.41,2.26,,,,,,,,
m03-W-C-50-oxford-store400,03,W,C,50,49.73,37.88,8.83,0.65,0.1,1.81,26.11,51.33,74.29,86.31,88.71,79.67,52.25,38.96,15.3,2.11,,,,,,,,
m03-W-C-75-oxford-store400,03,W,C,75,49.77,37.96,8.81,0.62,0.07,1.76,26.44,51.43,74.24,86.25,88.61,79.79,52.26,39.13,15.35,2.14,,,,,,,,
m03-W-C-95-oxford-store400,03,W,C,95,50.0,38.06,8.75,0.6,0.12,1.81,26.27,51.41,74.55,86.35,88.69,79.65,52.44,38.97,15.56,2.12,,,,,,,,
m03-W-H-25-oxford-store400,03,W,H,25,63.98,38.69,8.65,0.54,0.09,1.56,24.74,50.67,74.42,86.39,88.65,80.64,65.03,40.52,14.9,1.95,,,,,,,,
m03-W-H-5-oxford-store400,03,W,H,5,63.8,38.69,8.61,0.54,0.06,1.56,25.02,50.43,74.19,86.24,88.7,80.63,65.0,40.53,14.83,2.08,,,,,,,,
m03-W-H-50-oxford-store400,03,W,H,50,63.76,38.59,8.62,0.54,0.1,1.55,25.12,50.43,74.29,86.27,88.74,80.49,65.12,40.21,14.99,2.04,,,,,,,,
m03-W-H-75-oxford-store400,03,W,H,75,63.85,38.75,8.71,0.5,0.08,1.47,25.1,50.62,74.31,86.15,88.7,80.57,64.87,40.35,14.95,1.94,,,,,,,,
m03-W-H-95-oxford-store400,03,W,H,95,63.77,38.68,8.74,0.58,0.08,1.47,24.77,50.57,74.32,86.43,88.8,80.56,64.97,40.26,14.87,1.95,,,,,,,,
m04-A-A-25-oxford-store400,04,A,A,25,38.45,8.76,0.6,0.1,1.78,25.92,51.1,74.17,86.5,88.79,80.29,60.35,39.81,15.14,2.14,,,,,,,,,
m04-A-A-5-oxford-store400,04,A,A,5,38.46,8.74,0.65,0.1,1.76,26.05,51.17,74.36,86.33,88.81,80.5,60.28,39.96,15.07,2.07,,,,,,,,,
m04-A-A-50-oxford-store400,04,A,A,50,38.35,8.63,0.58,0.08,1.67,25.88,51.25,74.41,86.32,88.69,80.41,60.59,39.86,15.03,2.11,,,,,,,,,
m04-A-A-75-oxford-store400,04,A,A,75,38.51,8.67,0.59,0.11,1.72,26.01,51.22,74.32,86.19,88.73,80.27,60.44,39.92,15.16,2.03,,,,,,,,,
m04-A-A-95-oxford-store400,04,A,A,95,38.51,8.64,0.58,0.08,1.67,25.9,51.08,74.14,86.26,88.83,80.35,60.71,39.91,15.21,2.01,,,,,,,,,
m04-A-C-25-oxford-store400,04,A,C,25,30.43,8.2,0.63,0.09,1.68,25.75,51.13,74.26,86.23,88.74,80.16,59.82,32.36,14.21,2.14,,,,,,,,,
m04-A-C-5-oxford-store400,04,A,C,5,30.17,8.43,0.69,0.1,1.76,25.81,51.2,74.31,86.38,88.62,80.3,59.93,32.72,14.48,2.02,,,,,,,,,
m04-A-C-50-oxford-store400,04,A,C,50,30.16,8.1,0.58,0.06,1.8,25.92,51.24,74.31,86.22,88.61,80.15,59.61,32.5,14.31,2.04,,,,,,,,,
m04-A-C-75-oxford-store400,04,A,C,75,30.58,8.36,0.61,0.09,1.79,25.78,51.15,74.16,86.15,88.52,80.18,59.99,32.43,14.4,2.09,,,,,,,,,
m04-A-C-95-oxford-store400,04,A,C,95,30.31,8.33,0.58,0.08,1.83,25.96,51.18,74.09,86.14,88.64,79.99,59.86,32.4,14.55,1.94,,,,,,,,,
